race;US;GB;FR;IT;PK;RO;IN;LT;DK;CA;BE;BR;AU;DE;CN;age;engnat;gender;hand;source;country;E1;E2;E3;E4;E5;E6;E7;E8;E9;E10;N1;N2;N3;N4;N5;N6;N7;N8;N9;N10;A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;2;2;3;1;CL;2;3;3;3;3;2;2;4;3;4;3;3;3;4;3;3;5;5;3;4;3;4;3;4;1;2;3;4;3;3;3;4;4;3;3;4;3;3;3;2;3;1;4;1;3;1;5;3;4;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;1;2;1;1;US;4;1;4;1;5;2;4;2;5;2;4;4;4;2;4;4;3;3;4;4;2;4;4;4;2;4;2;5;5;5;4;2;2;2;2;2;4;3;4;3;1;3;4;3;3;2;2;1;5;2
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;2;1;1;US;2;2;2;3;2;1;2;2;5;5;5;2;4;1;4;5;5;5;5;5;4;4;3;2;2;3;3;2;2;1;1;5;4;4;1;5;4;5;3;4;4;2;4;1;3;2;4;4;4;4
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;1;2;1;1;US;3;2;5;3;4;1;3;2;4;2;4;5;4;2;2;2;4;4;2;2;2;5;1;4;3;4;2;5;4;4;4;5;5;2;2;5;5;4;4;5;5;1;5;2;5;1;5;5;5;5
0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;2;1;2;US;3;3;1;4;4;1;1;4;3;4;4;2;4;2;2;4;3;2;5;4;4;1;5;1;5;2;5;2;4;5;5;1;2;4;2;5;4;2;4;5;5;1;5;1;5;1;5;5;5;5
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;1;2;1;2;US;2;1;1;4;5;3;3;5;1;5;5;1;5;1;5;5;5;5;5;5;1;4;3;3;1;3;3;5;5;3;2;1;4;2;5;5;1;2;3;5;2;3;4;3;5;5;5;3;5;3
5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;2;1;1;US;5;2;4;2;5;1;3;2;4;3;4;1;5;2;4;3;4;3;4;4;2;4;3;4;1;4;1;5;5;5;4;1;5;2;5;1;5;1;4;5;4;3;5;1;5;1;3;4;4;5
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;2;2;1;2;US;2;3;4;4;3;3;3;4;1;4;4;3;4;3;3;4;2;2;4;3;5;4;1;4;2;4;2;4;4;4;3;5;5;3;3;4;4;3;3;4;3;4;4;2;4;2;3;2;3;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;2;1;1;US;3;1;1;2;5;1;4;2;5;2;5;1;4;1;3;5;5;5;5;5;5;4;5;2;3;1;3;3;1;1;4;2;5;4;2;1;5;2;5;5;3;1;5;1;5;1;5;3;5;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;2;1;2;US;3;3;3;3;4;2;5;3;3;3;5;3;5;1;4;5;5;5;5;5;1;4;2;5;1;5;1;5;5;5;3;3;3;2;2;2;3;2;3;4;4;3;4;3;3;2;3;4;3;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;1;2;1;5;US;1;1;5;2;5;1;5;3;5;5;5;3;5;3;3;5;5;5;5;1;1;5;1;5;1;5;1;5;5;5;3;1;5;5;1;5;5;1;2;5;4;1;5;1;5;1;5;2;5;5
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;2;2;1;2;PH;1;1;5;4;5;1;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;1;5;1;5;5;5;3;5;5;4;3;5;5;3;5;5;4;1;4;1;4;1;5;4;5;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;1;2;1;2;US;2;2;3;3;5;1;3;5;1;2;5;1;5;1;5;5;3;2;4;5;1;5;1;5;1;5;1;5;5;4;3;3;5;2;4;1;5;1;3;5;2;3;5;1;3;3;3;2;5;5
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1;2;1;1;US;2;5;2;4;2;2;1;5;2;5;5;2;5;2;4;3;4;4;4;4;4;5;1;4;4;4;2;4;2;2;4;2;4;3;1;2;5;4;1;4;4;1;5;1;5;1;5;4;5;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;1;2;2;1;US;1;2;3;3;4;1;4;3;1;3;2;1;4;3;4;3;3;3;1;2;1;5;1;5;3;5;1;5;4;4;2;5;3;1;3;3;3;1;5;3;1;5;2;5;4;3;4;1;4;4
3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;1;1;1;GB;2;5;1;5;2;5;1;5;1;5;4;1;5;5;4;3;4;4;5;5;1;4;1;5;1;4;1;5;4;5;3;3;4;5;1;4;3;3;1;1;1;2;4;5;2;2;4;1;4;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;2;1;2;US;1;5;2;5;2;4;2;5;1;5;4;3;4;2;4;3;2;1;4;3;4;3;1;4;3;3;4;3;2;2;4;2;5;1;4;2;4;1;4;4;5;1;4;2;4;1;5;4;4;4
4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;1;2;1;1;US;3;1;5;1;5;1;5;1;5;1;5;1;5;3;5;4;5;5;5;2;1;5;3;4;2;5;1;5;5;4;1;5;1;5;3;5;1;3;1;2;3;5;4;5;3;3;2;3;1;3
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;2;2;1;1;PH;1;2;2;4;1;1;1;5;1;5;2;4;4;1;2;2;4;4;4;4;1;4;4;4;2;5;2;4;4;2;4;1;4;1;5;1;4;2;4;4;5;2;5;2;4;1;4;4;4;4
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;2;2;1;1;PH;4;3;5;4;4;5;3;3;2;5;3;4;4;3;3;4;4;3;2;3;5;5;1;4;3;5;1;1;4;3;4;5;3;1;1;5;3;3;3;3;3;1;4;3;3;1;4;2;3;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;2;1;1;US;3;2;1;4;2;2;1;4;4;5;4;2;4;2;3;4;5;5;4;5;1;4;4;4;1;5;2;5;5;4;4;4;3;5;4;4;3;1;3;3;2;3;4;2;1;2;3;2;5;3
1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;26;2;1;1;1;IN;1;1;1;1;5;4;5;5;5;1;5;1;5;5;5;1;4;4;1;5;5;5;1;5;1;5;2;5;5;5;1;1;5;2;2;5;5;3;5;5;4;1;2;1;4;2;4;5;2;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;1;1;1;1;US;2;2;4;1;5;1;4;4;1;2;3;3;3;4;1;5;4;4;5;2;1;3;2;4;2;2;2;4;2;3;4;4;5;1;3;1;5;2;4;5;5;1;5;2;4;1;5;5;5;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;1;2;1;1;US;2;3;5;2;3;2;2;4;5;3;4;3;4;3;1;3;2;1;2;1;1;4;1;4;2;3;1;3;3;4;5;1;5;1;5;1;5;1;5;4;4;1;2;2;4;4;5;4;4;3
13;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;20;2;2;1;1;IN;2;1;3;5;3;2;4;4;3;2;2;1;5;3;5;5;4;5;4;2;5;3;1;5;1;5;3;5;5;5;4;1;4;4;4;1;1;3;4;2;1;1;5;1;4;1;4;1;3;5
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;2;2;1;5;PH;3;4;5;1;4;3;3;5;4;3;2;1;3;1;3;1;1;3;4;2;1;5;1;4;3;5;1;4;5;4;4;1;4;1;2;2;2;1;5;4;2;1;5;1;3;1;4;1;4;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;1;3;1;1;US;2;4;1;5;1;4;1;5;5;5;4;2;5;1;4;4;3;4;4;5;1;5;3;5;1;5;1;4;4;3;2;4;4;4;1;5;3;4;3;4;3;2;5;4;2;1;3;3;5;4
11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;1;1;1;1;US;2;5;2;5;1;5;1;5;1;5;4;2;5;1;3;3;3;2;2;4;2;3;3;5;3;4;4;5;5;3;4;3;4;5;1;5;3;5;3;4;1;2;4;2;4;2;4;1;5;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;2;2;2;US;3;2;5;3;5;2;3;4;1;5;5;3;4;2;4;4;2;4;4;5;4;4;3;4;2;5;1;5;4;4;5;5;4;4;4;4;5;2;4;3;4;4;2;2;3;3;4;2;5;4
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;1;1;2;1;US;4;1;5;2;3;1;4;3;3;2;3;3;4;3;3;3;2;1;3;3;1;4;1;4;2;4;3;3;4;4;3;3;4;3;2;2;4;2;3;4;4;1;5;1;3;1;4;2;4;4
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;1;2;1;1;US;3;2;4;3;5;2;3;3;3;3;3;2;4;2;3;3;4;3;4;4;2;4;2;4;2;3;2;2;4;3;3;4;3;3;3;4;2;1;2;4;5;1;5;1;4;1;4;5;5;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1;2;1;5;US;2;2;4;3;5;2;4;2;1;3;4;3;4;2;2;1;3;3;2;3;5;5;2;5;1;4;1;5;5;4;5;5;4;3;4;2;5;1;5;5;4;1;5;1;4;1;4;4;5;4
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;1;2;1;1;US;3;1;5;4;5;1;5;4;3;1;1;4;2;5;1;1;1;1;1;1;1;5;1;5;2;4;1;5;5;5;4;1;5;1;5;1;5;1;5;5;5;4;5;2;5;1;5;1;4;5
4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;20;2;2;1;1;IN;2;2;2;1;3;2;3;2;5;5;5;1;5;1;4;5;5;5;5;3;4;3;3;5;2;5;1;5;4;4;1;4;3;3;2;4;4;3;2;2;2;3;2;3;2;4;4;2;1;2
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;2;1;1;US;1;4;2;5;2;3;1;3;2;5;5;2;5;5;4;5;4;5;5;5;2;2;2;3;4;3;3;2;3;2;1;3;5;5;1;2;4;2;3;3;2;4;5;3;4;2;2;1;5;4
3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;56;2;2;1;2;AU;4;2;5;3;4;2;5;3;3;3;1;4;3;5;1;1;1;1;1;1;1;5;1;5;1;2;1;5;5;5;4;3;5;1;5;3;4;3;4;4;3;2;4;3;3;1;5;3;5;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;2;2;1;US;1;5;1;5;1;5;1;5;1;5;5;1;5;1;5;5;3;5;5;5;3;1;3;4;3;3;5;4;4;1;1;5;2;5;1;5;1;4;5;5;5;4;5;1;5;1;5;5;5;5
4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;40;1;2;1;1;CA;3;2;5;3;5;2;5;5;3;3;5;1;5;3;5;5;1;2;3;3;1;5;1;5;3;5;1;5;5;5;3;1;3;3;3;4;5;3;5;5;3;1;3;1;5;3;5;1;5;3
1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;21;1;2;1;2;CA;2;3;4;3;5;3;4;4;3;3;2;4;2;3;3;3;3;2;2;3;2;5;1;5;2;3;1;5;4;4;2;5;2;4;1;5;2;2;3;3;4;1;5;1;4;1;5;3;5;4
11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;1;1;1;1;US;4;3;3;3;3;3;3;3;3;3;4;4;4;2;4;3;4;4;3;4;2;3;3;3;2;3;2;4;3;3;2;4;2;4;1;4;4;5;2;2;4;3;5;2;4;1;2;3;5;4
11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;1;1;2;US;2;3;2;4;1;4;2;4;3;5;5;2;5;1;4;4;5;5;4;5;2;4;1;4;2;5;1;5;5;4;4;1;4;2;3;4;4;2;3;4;5;2;5;1;5;1;2;5;5;5
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;2;2;2;5;MY;5;3;3;4;3;4;2;4;5;4;4;4;4;4;5;4;4;3;3;3;3;3;2;3;4;5;2;3;4;3;3;4;3;2;3;4;3;3;2;3;2;3;3;3;3;3;3;2;3;3
4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;35;2;1;1;1;IN;5;1;5;5;5;1;5;3;5;5;3;3;3;1;3;3;1;3;3;1;5;5;1;5;3;5;1;5;5;5;5;1;5;1;5;1;5;3;5;5;5;1;5;5;5;1;5;1;5;5
3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;17;1;2;1;1;AU;4;1;5;1;5;1;5;2;4;1;4;3;4;4;3;3;3;2;3;1;1;5;1;5;1;4;1;4;4;5;3;2;3;2;3;2;4;2;2;4;4;2;5;1;5;1;4;5;2;5
1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;27;1;2;2;1;AU;5;2;5;2;5;2;5;3;4;3;3;5;3;3;4;2;3;2;2;3;3;5;5;3;2;4;2;5;4;5;5;3;5;3;5;5;5;2;5;5;3;3;5;5;5;5;5;5;5;5
4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;29;1;1;1;1;IN;2;4;3;4;3;2;1;4;3;4;4;5;4;4;4;3;4;1;3;5;3;5;4;5;4;1;2;3;3;5;3;4;5;4;5;2;3;2;3;5;5;3;5;5;3;4;5;2;4;5
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;1;1;1;1;US;1;1;5;1;5;1;5;1;5;1;1;5;1;5;1;1;1;1;1;1;1;5;1;5;5;5;1;5;5;5;1;1;5;1;5;1;5;1;5;5;1;1;5;1;5;1;5;1;1;5
4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;32;2;1;1;1;IN;2;3;2;3;3;2;2;2;3;4;4;1;3;2;4;4;4;5;4;4;2;2;2;3;3;3;4;3;3;4;2;2;3;2;2;2;2;4;2;4;2;3;2;2;3;4;3;4;2;2
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;2;1;1;1;ID;3;4;3;4;4;5;3;3;4;5;3;5;4;3;4;3;3;3;5;3;1;3;1;4;3;4;4;3;3;4;3;2;5;3;3;5;4;1;4;3;2;2;3;2;4;2;4;1;4;3
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;2;2;1;2;VN;1;2;5;2;5;2;4;3;4;2;2;4;3;3;4;3;5;5;3;3;3;5;1;5;1;5;1;3;5;5;3;5;5;4;2;5;5;4;1;3;5;2;5;1;5;1;4;4;4;5
4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;28;2;1;1;1;IN;2;4;4;4;3;4;4;3;3;3;2;5;4;3;2;2;2;2;2;2;4;4;1;4;4;4;2;4;4;4;4;3;4;2;4;2;3;1;4;4;3;4;3;2;3;3;4;2;4;3
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;2;2;1;1;PH;1;4;1;2;1;1;1;3;1;5;3;2;4;2;4;3;3;3;2;4;2;3;3;4;1;5;1;4;5;3;3;3;3;4;3;4;5;3;3;4;4;3;4;2;5;1;3;4;5;5
13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;2;2;1;1;NP;1;4;1;5;1;5;1;2;5;5;3;4;3;2;4;3;3;3;3;4;2;4;1;5;2;5;1;3;5;4;5;1;5;1;2;1;1;2;4;3;2;3;5;2;5;1;4;1;4;5
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1;2;1;2;NZ;4;2;4;2;5;1;5;4;5;4;4;3;5;2;5;5;5;5;4;3;1;5;1;5;1;5;1;4;5;5;2;4;5;5;2;5;1;3;1;1;4;1;5;1;5;1;4;4;5;5
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;2;2;1;1;MY;2;2;5;4;5;2;4;3;4;1;5;3;5;2;5;5;4;3;4;3;1;5;1;5;3;5;1;5;4;5;5;4;5;5;1;1;4;4;4;3;3;3;5;3;3;1;4;1;5;4
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;2;2;1;2;MM;5;3;4;3;3;2;4;4;4;3;4;3;3;3;2;2;4;4;2;3;4;4;1;4;2;3;2;3;4;4;4;2;4;3;4;4;4;1;4;4;3;3;4;3;3;3;3;3;3;3
13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;2;2;1;1;AE;5;4;3;3;4;1;3;3;3;5;1;5;4;2;3;3;4;4;1;3;1;5;1;5;5;5;3;3;5;5;3;5;5;2;3;3;5;3;5;5;5;1;5;1;5;1;5;1;5;5
11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;1;2;1;1;AU;3;4;4;4;2;3;1;4;2;5;4;4;3;2;4;1;4;4;4;2;2;5;2;5;2;2;2;2;4;4;2;4;4;4;1;2;3;2;3;3;3;2;4;3;3;3;4;2;4;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1;1;1;1;US;4;2;4;4;4;2;3;2;3;4;4;4;4;3;3;4;4;3;4;3;2;4;3;3;4;4;3;4;3;4;2;4;4;4;3;4;3;4;3;2;3;3;5;2;5;1;3;3;4;5
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;1;2;1;1;US;2;3;1;5;3;2;2;4;2;5;5;1;5;1;5;5;4;5;4;5;2;2;4;4;3;4;2;3;4;2;2;3;2;4;1;5;3;5;3;2;5;1;5;2;4;1;5;3;5;3
6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;0;2;2;1;AU;3;2;3;2;4;2;4;2;5;2;4;3;4;3;3;3;3;3;3;3;2;4;3;4;2;4;2;4;4;3;3;4;4;3;1;4;3;3;2;4;5;2;4;2;4;1;4;4;3;5
13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;2;2;1;5;US;1;5;1;5;1;5;1;5;1;5;5;4;5;3;4;4;4;4;4;4;2;5;2;4;2;2;5;4;4;2;4;3;4;3;1;3;1;5;1;1;4;2;5;3;4;1;5;3;5;5
4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;23;2;2;1;1;IN;3;4;2;3;2;4;1;5;5;3;2;3;5;3;2;2;1;2;3;4;4;2;1;4;2;5;1;2;4;4;3;4;3;2;3;2;1;1;3;4;4;2;5;1;4;1;4;1;1;5
4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;26;1;2;2;1;IN;3;2;3;4;2;3;1;2;3;5;2;2;3;2;2;2;3;2;3;1;4;3;2;3;3;1;2;2;3;5;4;1;4;1;3;1;4;1;3;5;1;3;4;3;4;1;4;2;5;4
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;2;2;1;5;MY;5;2;4;4;4;4;1;2;3;4;4;4;3;5;4;2;1;3;5;3;5;4;4;5;3;5;4;5;5;3;4;2;5;3;5;3;5;1;5;3;3;2;5;2;3;1;3;3;5;4
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;2;2;1;5;MY;4;2;3;3;3;2;2;3;2;5;4;2;5;4;4;4;4;2;2;2;5;4;2;3;2;4;3;4;4;4;3;3;4;2;3;2;4;2;4;2;2;4;4;3;2;2;4;2;2;2
13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;2;1;1;1;KE;5;4;5;4;5;4;4;3;5;4;1;2;5;3;5;3;5;1;5;2;1;5;1;5;1;4;1;2;5;4;5;1;5;1;5;1;5;1;5;4;3;1;5;2;4;1;5;4;5;4
13;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;19;2;1;1;5;PK;5;5;2;5;1;1;1;5;1;5;5;2;5;4;4;1;1;1;2;2;1;5;1;5;4;5;5;5;5;2;2;1;5;1;4;5;5;1;5;1;1;4;4;5;5;1;2;1;5;5
5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;31;2;1;2;1;DE;4;3;4;4;3;2;1;3;1;3;2;3;2;3;3;2;2;3;3;3;4;4;1;4;3;4;2;4;2;4;3;2;2;3;2;2;4;2;3;4;2;3;5;2;4;1;3;3;3;4
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;1;2;1;1;US;1;4;5;3;3;2;4;2;5;4;3;3;2;1;2;2;3;3;1;5;1;5;3;1;2;3;2;3;1;2;2;5;3;3;1;5;1;3;1;3;4;2;5;1;5;1;4;2;4;5
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;1;2;1;2;US;3;1;5;3;3;2;2;4;4;4;4;2;4;4;4;4;2;2;4;2;2;4;2;4;3;2;2;3;3;4;3;3;5;2;3;4;5;2;4;5;5;1;5;1;4;1;5;5;5;5
1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;22;2;2;1;2;FR;5;3;5;1;5;2;5;1;5;3;5;2;5;3;4;4;5;4;5;3;4;3;4;5;1;5;4;5;5;5;5;4;5;1;5;5;5;5;5;5;4;2;4;5;5;3;5;1;5;3
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;2;1;2;SY;1;4;2;4;3;1;2;4;3;4;2;4;3;3;2;2;2;2;2;2;1;3;1;5;3;5;2;5;5;5;3;3;4;2;2;3;4;2;3;4;4;1;5;2;5;1;5;1;4;5
6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;2;1;1;ZA;1;2;1;5;1;1;1;5;1;5;5;1;5;1;2;5;5;5;2;5;1;1;1;5;1;5;1;5;5;4;5;5;5;2;5;5;5;1;5;5;5;1;5;1;5;1;3;5;5;5
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;2;1;1;1;CZ;1;3;2;5;3;2;1;3;2;5;5;3;4;3;5;3;5;5;5;2;4;2;4;4;3;3;4;2;4;3;5;5;5;2;2;1;5;2;5;4;5;3;4;3;5;2;5;5;5;5
3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;41;1;2;1;1;GB;1;4;1;5;1;5;1;5;1;5;5;1;5;1;3;5;4;5;4;5;5;3;1;5;3;5;5;2;3;4;3;5;4;3;1;4;2;4;2;2;5;5;1;5;2;5;5;4;5;2
4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1992;2;2;1;1;IN;1;5;2;3;1;5;1;5;1;3;5;1;1;3;1;5;1;5;1;3;5;3;1;1;1;5;4;5;5;3;3;2;3;3;5;5;1;5;3;4;4;1;5;3;3;3;3;2;3;4
3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;1;2;1;1;AU;1;5;1;5;1;3;1;5;1;5;5;2;5;1;3;5;2;2;3;5;1;4;2;5;1;5;1;3;4;2;2;4;4;3;2;4;4;3;1;4;4;1;5;1;2;1;5;4;5;3
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;2;2;1;1;CZ;3;5;3;4;2;5;4;5;2;5;5;2;5;1;4;5;4;4;4;5;5;2;3;2;5;4;3;3;1;3;5;2;5;2;4;2;1;1;4;4;3;2;2;3;5;4;5;4;5;3
3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;2;1;1;US;1;3;3;4;4;2;4;1;2;3;5;3;5;2;4;5;4;2;5;4;1;5;1;5;1;5;1;5;5;2;5;5;4;5;1;5;3;3;5;4;5;2;3;1;5;3;5;5;5;5
11;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;32;2;1;1;2;IN;4;2;5;1;5;2;5;2;5;3;2;5;2;4;1;2;2;2;3;2;2;4;3;5;2;4;2;4;4;4;2;4;4;4;2;4;4;4;2;4;5;1;5;1;5;1;5;5;4;5
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;2;2;1;1;PH;5;1;5;2;3;1;5;1;5;3;2;2;3;2;3;3;3;3;3;2;2;5;5;4;2;3;1;4;4;5;4;2;4;3;3;2;4;2;3;5;5;1;5;1;5;1;5;2;3;5
4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;20;2;1;1;1;IN;4;3;4;4;4;4;4;2;4;3;3;4;3;3;2;3;4;4;2;2;3;4;4;4;3;4;2;4;3;4;3;3;4;4;3;4;3;3;3;4;4;2;4;2;4;2;3;4;3;4
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;2;2;1;1;SE;4;1;4;2;4;2;3;2;5;2;2;4;2;3;3;3;3;2;2;2;1;4;2;5;2;5;1;4;5;5;2;4;4;5;1;4;3;3;2;2;5;2;5;2;4;1;4;4;5;4
4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;22;2;2;1;1;IN;3;1;3;1;5;1;5;2;5;5;3;4;5;3;3;5;5;2;4;2;1;5;1;4;1;5;3;4;5;5;3;5;2;2;2;5;3;3;5;4;4;1;4;1;4;1;4;5;5;5
4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;19;2;1;1;1;IN;1;4;2;3;3;4;2;2;4;4;2;4;2;3;2;3;4;4;2;2;4;2;2;1;5;3;4;1;1;3;3;2;3;3;3;2;3;3;3;3;4;1;2;2;4;2;5;4;3;4
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;2;1;1;1;NO;2;4;3;4;1;2;2;2;4;4;3;4;3;2;3;1;2;2;2;3;2;2;1;4;3;2;4;3;4;3;5;3;3;3;2;3;3;2;2;4;5;1;5;1;4;1;5;4;5;5
3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;27;2;2;1;2;DE;5;1;5;2;5;1;4;2;4;2;4;4;4;3;4;4;3;3;4;2;2;5;1;4;2;5;1;4;4;4;2;5;4;5;1;5;3;4;1;3;5;3;4;1;5;1;4;5;3;5
1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;14;1;2;1;1;AU;3;4;5;4;2;3;3;3;5;5;5;3;5;4;1;2;4;3;2;4;5;5;2;5;1;3;2;3;5;4;1;5;5;5;1;3;2;3;2;4;3;1;5;1;5;1;3;2;5;5
9;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;19;1;2;2;1;IN;2;1;3;5;3;2;3;5;5;4;5;2;5;4;4;5;5;5;5;4;4;3;3;5;2;5;3;2;4;5;3;1;4;5;1;3;5;4;1;5;2;1;5;2;5;1;4;1;5;5
4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;2;2;1;1;NP;2;4;5;4;4;3;4;2;4;4;2;4;3;2;2;2;1;2;2;2;4;5;1;5;1;5;1;4;5;3;5;1;5;1;3;1;4;1;5;5;3;2;5;1;5;1;5;2;4;5
3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;35;1;1;1;1;GB;3;3;5;2;5;2;5;3;4;1;3;4;3;2;2;2;2;2;2;2;1;5;2;5;2;5;2;4;3;4;5;1;3;3;3;1;4;1;3;5;4;1;4;2;4;1;4;4;4;4
11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;2;2;1;1;PH;1;5;2;4;1;5;1;4;1;5;2;3;3;2;2;3;4;5;5;3;3;2;3;4;3;3;4;4;4;3;3;2;4;1;3;2;5;3;4;3;4;2;3;1;3;2;4;2;5;3
1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;1;2;1;1;US;2;4;3;3;4;2;1;5;1;4;3;4;4;3;3;3;3;3;3;3;1;3;1;4;2;3;3;4;4;4;4;1;4;1;3;2;5;1;4;4;5;2;3;2;4;3;5;5;4;4
3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;2;2;1;1;ES;4;2;5;2;5;1;5;2;4;1;2;4;3;3;4;4;5;5;4;3;2;5;2;4;4;2;3;4;4;4;3;3;5;4;2;4;3;3;1;2;4;2;5;2;4;1;5;4;2;5
